property_type,state,region,lat,lon,area_m2,price_brl
apartment,Santa Catarina,South,-26.923.573,-48.651.501,91.0,449157.45
house,Santa Catarina,South,-29.181.389,-4.962.991,189.0,388694.19
apartment,Santa Catarina,South,-2.699.721,-48.633.877,65.0,259513.19
house,Santa Catarina,South,-2.680.398,-48.648.914,160.0,292782.63
apartment,Santa Catarina,South,-286.873.469,-49.379.357,78.0,343050.48
apartment,Santa Catarina,South,-27.445.972,-48.403.809,148.0,259513.19
apartment,Santa Catarina,South,-27.160.427,-4.850.872,83.0,403838.12
apartment,Santa Catarina,South,-26.985.996,-48.636.383,146.0,538988.95
apartment,Santa Catarina,South,-27.580.896,-48.596.298,96.0,593885.94
apartment,Santa Catarina,South,-2.697.504,-48.646.408,95.0,698689.35
apartment,Santa Catarina,South,-27.106.749,-48.628.864,224.0,656236.96
apartment,Santa Catarina,South,-274.317.296,-484.016.796,160.0,546191.08
apartment,Santa Catarina,South,-26.985.996,-48.636.383,103.0,628820.41
house,Santa Catarina,South,-2.697.504,-48.646.408,141.0,848408.53
apartment,Santa Catarina,South,-2.697.504,-48.646.408,70.0,449157.45
house,Santa Catarina,South,-274.228.082,-484.324.885,90.0,383646.22
house,Santa Catarina,South,-27.503.626,-4.851.622,210.0,948221.29
apartment,Santa Catarina,South,-274.430.051.092,-483.794.522.672,57.0,282686.67
apartment,Santa Catarina,South,-27.435.427,-48.462.166,116.0,797580.31
apartment,Santa Catarina,South,-26.966.631,-48.636.383,132.0,1297565.98
apartment,Santa Catarina,South,-26.985.996,-48.636.383,,925264.36
house,Santa Catarina,South,-281.097.724.697,-486.608.266.337,200.0,686524.82
apartment,Santa Catarina,South,-26.966.631,-48.636.383,130.0,965189.44
apartment,Santa Catarina,South,-26.985.996,-48.636.383,102.0,469120.01
apartment,Santa Catarina,South,-26.985.996,-48.636.383,127.0,748595.73
apartment,Santa Catarina,South,-26.985.996,-48.636.383,135.0,1097940.43
house,Santa Catarina,South,-2.715.455,-4.858.573,92.0,274485.1
house,Santa Catarina,South,-276.316.452,-486.884.986,230.0,648782.97
house,Santa Catarina,South,-27.990.010.358,-486.358.523.369,170.0,464413.85
apartment,Santa Catarina,South,-270.005.061.816,-486.226.782.454,151.0,1665832.31
apartment,Santa Catarina,South,-2.697.504,-48.646.408,70.0,449157.45
apartment,Santa Catarina,South,-27.588.634,-48.556.831,100.0,733623.82
apartment,Santa Catarina,South,-275.953.778,-485.480.499,78.0,309419.57
apartment,Santa Catarina,South,-26.985.996,-48.636.383,131.0,1435553.14
apartment,Santa Catarina,South,-27.106.749,-48.628.864,,983155.76
apartment,Santa Catarina,South,-27.160.427,-4.850.872,200.0,1597004.3
apartment,Santa Catarina,South,-26.985.996,-48.636.383,80.0,469120.01
apartment,Santa Catarina,South,-26.985.996,-48.636.383,,948221.29
apartment,Santa Catarina,South,-27.445.972,-48.403.809,145.0,548970.21
apartment,Santa Catarina,South,-27.594.814,-48.609.547,64.0,292782.63
apartment,Santa Catarina,South,-26.985.996,-48.636.383,,1247659.6
apartment,Santa Catarina,South,-26.985.996,-48.636.383,130.0,988146.4
apartment,Santa Catarina,South,-26.985.996,-48.636.383,,693698.74
apartment,Santa Catarina,South,-27.445.972,-48.403.809,70.0,464765.91
house,Santa Catarina,South,-2.702.487,-4.865.582,150.0,499063.83
house,Santa Catarina,South,-27.445.972,-48.403.809,200.0,548970.21
house,Santa Catarina,South,-275.868.178,-485.909.717,215.0,628820.41
apartment,Santa Catarina,South,-26.985.996,-48.636.383,,1347472.36
apartment,Santa Catarina,South,-27.007.624,-48.653.748,65.0,269494.46
apartment,Santa Catarina,South,-26.985.996,-48.636.383,88.0,489082.54
apartment,Santa Catarina,South,-27.445.972,-48.403.809,57.0,247535.65
apartment,Santa Catarina,South,-28.682.701,-49.379.002,162.0,550514.3
apartment,Santa Catarina,South,-2.707.562,-487.153,,1176792.54
house,Santa Catarina,South,-274.228.082,-484.324.885,95.0,393742.15
house,Santa Catarina,South,-281.281.392.979,-48.685.934.496,150.0,535085.5
house,Santa Catarina,South,-26.754.795,-48.729.183,240.0,454317.88
apartment,Santa Catarina,South,-26.985.996,-48.636.383,118.0,848408.53
apartment,Santa Catarina,South,-26.985.996,-48.636.383,110.0,748595.73
apartment,Santa Catarina,South,-26.985.996,-48.636.383,85.0,598876.59
apartment,Santa Catarina,South,-26.985.996,-48.636.383,130.0,888333.61
house,Santa Catarina,South,-27.445.972,-48.403.809,,299438.28
apartment,Santa Catarina,South,-14.235.004,-5.192.528,83.0,706716.72
apartment,Santa Catarina,South,-27.445.972,-48.403.809,86.0,449157.45
house,Santa Catarina,South,-2.680.398,-48.648.914,106.0,329382.13
apartment,Santa Catarina,South,-26.985.996,-48.636.383,125.0,863380.44
apartment,Santa Catarina,South,-27.445.972,-48.403.809,90.0,419213.6
apartment,Santa Catarina,South,-26.985.996,-48.636.383,124.0,1012101.45
apartment,Santa Catarina,South,-26.985.996,-48.636.383,196.0,1485213.99
apartment,Santa Catarina,South,-27.601.587,-4.850.119,127.0,744104.16
house,Santa Catarina,South,-27.681.204,-48.493.721,86.0,479101.27
apartment,Santa Catarina,South,-26.985.996,-48.636.383,161.0,1447285.12
apartment,Santa Catarina,South,-26.985.996,-48.636.383,101.0,787484.34
house,Santa Catarina,South,-274.249.059,-484.057.851,,656236.96
apartment,Santa Catarina,South,-26.985.996,-48.636.383,115.0,688708.09
apartment,Santa Catarina,South,-274.395.712,-484.030.185,99.0,249531.9
apartment,Santa Catarina,South,-26.966.631,-48.636.383,122.0,1197753.22
house,Santa Catarina,South,-271.542.952,-485.420.467,120.0,578914.03
apartment,Santa Catarina,South,-27.440.269,-48.501.221,89.0,1146948.51
apartment,Santa Catarina,South,-26.985.996,-48.636.383,,648782.97
apartment,Santa Catarina,South,-27.580.681,-48.525.505,99.0,954210.06
apartment,Santa Catarina,South,-26.985.996,-48.636.383,137.0,1197753.22
apartment,Santa Catarina,South,-26.985.996,-48.636.383,,479101.27
apartment,Santa Catarina,South,-27.589.823,-48.520.092,,259513.19
apartment,Santa Catarina,South,-27.160.427,-4.850.872,220.0,918277.46
apartment,Santa Catarina,South,-26.985.996,-48.636.383,117.0,978165.11
apartment,Santa Catarina,South,-26.985.996,-48.636.383,137.0,1097940.43
apartment,Santa Catarina,South,-26.985.996,-48.636.383,79.0,698689.35
house,Santa Catarina,South,-26.985.996,-48.636.383,140.0,638801.71
house,Santa Catarina,South,-27.424.585,-48.431.267,132.0,597878.47
apartment,Santa Catarina,South,-27.424.367,-484.046.306,237.0,959115.56
apartment,Santa Catarina,South,-27.106.749,-48.628.864,,686524.82
apartment,Santa Catarina,South,-27.748.068,-48.627.838,,351340.94
apartment,Santa Catarina,South,-27.681.204,-48.493.721,54.0,405239.81
apartment,Santa Catarina,South,-2.697.504,-48.646.408,,319400.84
apartment,Santa Catarina,South,-26.985.996,-48.636.383,133.0,1197753.22
apartment,Santa Catarina,South,-26.985.996,-48.636.383,131.0,1087959.16
apartment,Santa Catarina,South,-27.160.427,-4.850.872,,517922.39
apartment,Santa Catarina,South,-26.985.996,-48.636.383,103.0,449157.45
apartment,Santa Catarina,South,-26.910.597,-48.670.952,105.0,758577.03
apartment,Santa Catarina,South,-27.445.972,-48.403.809,,560947.75
apartment,Santa Catarina,South,-26.985.996,-48.636.383,126.0,1430316.97
apartment,Santa Catarina,South,-26.985.996,-48.636.383,90.0,439176.16
apartment,Santa Catarina,South,-26.929.674,-48.641.396,,519026.39
apartment,Santa Catarina,South,-275.773.939,-486.051.926,,253923.67
apartment,Santa Catarina,South,-270.020.275.929,-486.249.721,205.0,1615352.55
apartment,Santa Catarina,South,-27.436.196,-483.927.344,130.0,815753.03
house,Santa Catarina,South,-27.160.427,-4.850.872,240.0,648782.97
apartment,Santa Catarina,South,-26.985.996,-48.636.383,77.0,648782.97
apartment,Santa Catarina,South,-27.588.776,-48.551.689,97.0,529007.65
apartment,Santa Catarina,South,-26.985.996,-48.636.383,133.0,878352.35
apartment,Santa Catarina,South,-2.759.094,-48.549.061,110.0,888333.61
apartment,Santa Catarina,South,-26.985.996,-48.636.383,162.0,1497191.5
apartment,Santa Catarina,South,-26.905.918,-4.867.617,,249531.9
apartment,Santa Catarina,South,-27.583.233,-4.849.622,74.0,359325.95
house,Santa Catarina,South,-2.702.193,-4.865.199,189.0,1197753.22
apartment,Santa Catarina,South,-26.985.996,-48.636.383,135.0,1455270.14
apartment,Santa Catarina,South,-26.985.996,-48.636.383,193.0,748595.73
apartment,Santa Catarina,South,-27.438.793,-483.937.053,170.0,454317.88
apartment,Santa Catarina,South,-27.577.175,-48.615.372,,534996.42
apartment,Santa Catarina,South,-26.985.996,-48.636.383,78.0,399251.07
apartment,Santa Catarina,South,-27.445.972,-48.403.809,98.0,548970.21
apartment,Santa Catarina,South,-26.903.387,-48.676.495,66.0,447712.16
apartment,Santa Catarina,South,-27.064.003,-48.699.066,78.0,449157.45
apartment,Santa Catarina,South,-26.985.996,-48.636.383,58.0,459138.71
apartment,Santa Catarina,South,-26.985.996,-48.636.383,,374297.86
house,Santa Catarina,South,-276.214.047,-486.875.065,,848408.53
apartment,Santa Catarina,South,-26.985.996,-48.636.383,80.0,688708.09
apartment,Santa Catarina,South,-26.946.136,-48.630.657,108.0,783530.2
apartment,Santa Catarina,South,-26.985.996,-48.636.383,187.0,1647908.8
apartment,Santa Catarina,South,-26.985.996,-48.636.383,110.0,818464.67
apartment,Santa Catarina,South,-2.697.504,-48.646.408,,494073.18
apartment,Santa Catarina,South,-26.985.996,-48.636.383,180.0,718651.91
apartment,Santa Catarina,South,-26.966.631,-48.636.383,146.0,988146.4
apartment,Santa Catarina,South,-26.985.996,-48.636.383,70.0,568932.77
house,Santa Catarina,South,-274.508.153,-484.073.054,126.0,264503.81
apartment,Santa Catarina,South,-27.106.749,-48.628.864,114.0,661284.92
apartment,Santa Catarina,South,-26.985.996,-48.636.383,75.0,389269.77
apartment,Santa Catarina,South,-26.966.631,-48.636.383,234.0,978165.11
apartment,Santa Catarina,South,-26.985.996,-48.636.383,158.0,1475731.78
apartment,Santa Catarina,South,-26.985.996,-48.636.383,115.0,748595.73
apartment,Santa Catarina,South,-271.062.466.339,-486.133.563.466,103.0,624939.49
apartment,Santa Catarina,South,-26.985.996,-48.636.383,147.0,1297565.98
apartment,Santa Catarina,South,-27.106.749,-48.628.864,137.0,479101.27
house,Santa Catarina,South,-26.985.996,-48.636.383,,585565.3
apartment,Santa Catarina,South,-26.985.996,-48.636.383,110.0,807676.27
apartment,Santa Catarina,South,-26.985.996,-48.636.383,137.0,1383404.95
house,Santa Catarina,South,-2.699.226,-4.864.034,240.0,1097940.43
apartment,Santa Catarina,South,-26.985.996,-48.636.383,108.0,648782.97
apartment,Santa Catarina,South,-27.017.061,-48.601.307,80.0,299438.28
apartment,Santa Catarina,South,-27.399.157,-48.416.817,150.0,656236.96
apartment,Santa Catarina,South,-27.590.532,-48.556.248,115.0,978165.11
apartment,Santa Catarina,South,-26.985.996,-48.636.383,127.0,848408.53
apartment,Santa Catarina,South,-26.946.136,-48.630.657,108.0,783530.2
apartment,Santa Catarina,South,-27.591.196,-48.493.793,69.0,539987.07
house,Santa Catarina,South,-27.445.972,-48.403.809,128.0,339363.39
apartment,Santa Catarina,South,-26.985.996,-48.636.383,,1487210.24
house,Santa Catarina,South,-27.451.996,-48.447.075,97.0,264503.81
apartment,Santa Catarina,South,-275.953.778,-485.480.499,155.0,998376.71
apartment,Santa Catarina,South,-27.106.749,-48.628.864,128.0,959115.56
house,Santa Catarina,South,-267.537.069.081,-486.796.832.308,90.0,272590.73
house,Santa Catarina,South,-2.680.398,-48.648.914,180.0,399251.07
apartment,Santa Catarina,South,-26.985.996,-48.636.383,117.0,1377416.18
apartment,Santa Catarina,South,-27.106.749,-48.628.864,196.0,790412.18
apartment,Santa Catarina,South,-274.322.575,-484.582.115,,1422394.64
apartment,Santa Catarina,South,-26.985.996,-48.636.383,80.0,529007.65
apartment,Santa Catarina,South,-26.985.996,-48.636.383,154.0,1646910.68
apartment,Santa Catarina,South,-2.699.839,-48.632.233,123.0,1347472.36
apartment,Santa Catarina,South,-28.680.199,-493.582.507,132.0,361019.77
apartment,Santa Catarina,South,-26.966.631,-48.636.383,118.0,1177790.66
apartment,Santa Catarina,South,-27.590.553,-48.596.298,86.0,329382.13
apartment,Santa Catarina,South,-26.912.107,-48.673.893,60.0,312774.26
apartment,Santa Catarina,South,-26.908.548,-48.655.693,170.0,604865.36
apartment,Santa Catarina,South,-26.903.387,-48.676.495,66.0,455146.22
apartment,Santa Catarina,South,-26.966.631,-48.636.383,136.0,1247659.6
apartment,Santa Catarina,South,-271.308.888,-486.092.679,126.0,984355.45
apartment,Santa Catarina,South,-26.985.996,-48.636.383,110.0,568932.77
apartment,Santa Catarina,South,-26.985.996,-48.636.383,100.0,548970.21
house,Santa Catarina,South,-27.488.176,-48.413.792,108.0,269494.46
apartment,Santa Catarina,South,-27.018.064,-48.583.778,112.0,848408.53
apartment,Santa Catarina,South,-26.985.996,-48.636.383,128.0,868371.08
apartment,Santa Catarina,South,-27.427.469,-4.840.535,135.0,614223.79
apartment,Santa Catarina,South,-26.985.996,-48.636.383,,748595.73
apartment,Santa Catarina,South,-26.985.996,-48.636.383,110.0,818464.67
house,Santa Catarina,South,-27.706.909,-48.531.227,95.0,360208.29
apartment,Santa Catarina,South,-27.106.749,-48.628.864,191.0,1210302.9
apartment,Santa Catarina,South,-2.680.398,-48.648.914,121.0,408886.09
apartment,Santa Catarina,South,-269.538.873,-486.413.941,133.0,1551584.5
house,Santa Catarina,South,-27.445.972,-48.403.809,248.0,1147846.81
apartment,Santa Catarina,South,-26.985.996,-48.636.383,122.0,1616966.85
apartment,Santa Catarina,South,-27.106.749,-48.628.864,180.0,996929.92
apartment,Santa Catarina,South,-26.985.996,-48.636.383,136.0,1557079.18
apartment,Santa Catarina,South,-27.586.786,-48.552.994,175.0,1487210.24
apartment,Santa Catarina,South,-274.322.575,-484.582.115,173.0,921336.51
apartment,Santa Catarina,South,-26.985.996,-48.636.383,,1097940.43
house,Santa Catarina,South,-26.985.996,-48.636.383,93.0,514893.61
apartment,Santa Catarina,South,-275.871.495,-485.534.353,145.0,998127.67
house,Santa Catarina,South,-27.064.003,-48.699.066,180.0,648782.97
house,Santa Catarina,South,-2.702.068,-4.863.615,92.0,284466.37
apartment,Santa Catarina,South,-26.985.996,-48.636.383,134.0,848408.53
house,Santa Catarina,South,-2.697.504,-48.646.408,127.0,519026.39
apartment,Santa Catarina,South,-26.921.036,-48.653.305,120.0,600872.84
apartment,Santa Catarina,South,-27.445.972,-48.403.809,86.0,531003.9
house,Santa Catarina,South,-26.894.793,-48.655.067,191.0,555277.43
house,Santa Catarina,South,-2.695.993,-486.432,160.0,888333.61
apartment,Santa Catarina,South,-2.868.222,-49.378.399,140.0,347951.28
apartment,Santa Catarina,South,-27.018.064,-48.583.778,122.0,988146.4
apartment,Santa Catarina,South,-27.608.465,-48.594.082,169.0,784116.12
apartment,Santa Catarina,South,-27.106.749,-48.628.864,68.0,332156.85
house,Santa Catarina,South,-27.432.299,-48.422.832,94.0,389269.77
apartment,Santa Catarina,South,-26.966.631,-48.636.383,145.0,1487210.24
apartment,Santa Catarina,South,-26.906.555,-4.867.617,59.0,246537.53
apartment,Santa Catarina,South,-27.596.746,-48.610.077,86.0,444166.8
house,Santa Catarina,South,-2.697.504,-48.646.408,170.0,748595.73
apartment,Santa Catarina,South,-26.985.996,-48.636.383,149.0,1347472.36
apartment,Santa Catarina,South,-2.680.398,-48.648.914,97.0,484605.74
apartment,Santa Catarina,South,-26.966.631,-48.636.383,145.0,1133453.81
apartment,Santa Catarina,South,-26.985.996,-48.636.383,136.0,1247659.6
apartment,Santa Catarina,South,-274.274.568.188,-484.592.714.786,125.0,959115.56
apartment,Santa Catarina,South,-26.985.996,-48.636.383,138.0,1147846.81
house,Santa Catarina,South,-274.578.370.657,-484.078.923.766,196.0,379288.51
apartment,Santa Catarina,South,-271.297.956.246,-486.040.481.272,167.0,711764.72
apartment,Santa Catarina,South,-274.306.426,-484.769.485,143.0,1240672.71
house,Santa Catarina,South,-286.955.713,-493.806.218,200.0,401859.18
apartment,Santa Catarina,South,-27.430.612.858,-484.768.786.239,,1106516.48
apartment,Santa Catarina,South,-2.697.504,-48.646.408,180.0,588895.33
apartment,Santa Catarina,South,-27.018.064,-48.583.778,68.0,359325.95
apartment,Santa Catarina,South,-27.445.972,-48.403.809,72.0,386275.41
apartment,Santa Catarina,South,-26.985.996,-48.636.383,67.0,449157.45
apartment,Santa Catarina,South,-27.106.749,-48.628.864,,262494.77
apartment,Santa Catarina,South,-286.873.469,-49.379.357,66.0,303845.02
apartment,Santa Catarina,South,-26.985.996,-48.636.383,149.0,1147846.81
house,Santa Catarina,South,-267.551.637.851,-486.772.169.957,,403838.12
apartment,Santa Catarina,South,-26.911.364,-48.657.967,107.0,643892.15
apartment,Santa Catarina,South,-26.946.136,-48.630.657,111.0,1554084.81
apartment,Santa Catarina,South,-26.985.996,-48.636.383,105.0,748595.73
house,Santa Catarina,South,-274.825.667,-484.051.735,140.0,453308.31
apartment,Santa Catarina,South,-26.985.996,-48.636.383,133.0,1097940.43
apartment,Santa Catarina,South,-26.985.996,-48.636.383,130.0,838427.23
apartment,Santa Catarina,South,-27.589.666,-48.597.107,92.0,424730.25
apartment,Santa Catarina,South,-26.985.996,-48.636.383,101.0,648782.97
apartment,Santa Catarina,South,-267.759.638,-486.374.082,143.0,805489.04
apartment,Santa Catarina,South,-27.767.431,-48.631.371,106.0,557734.76
apartment,Santa Catarina,South,-26.985.996,-48.636.383,171.0,1387397.48
apartment,Santa Catarina,South,-27.106.749,-48.628.864,90.0,457346.67
apartment,Santa Catarina,South,-27.508.335,-48.648.739,78.0,285464.49
apartment,Santa Catarina,South,-26.985.996,-48.636.383,127.0,948221.29
apartment,Santa Catarina,South,-26.985.996,-48.636.383,162.0,1177790.66
house,Santa Catarina,South,-27.448.656,-48.409.145,220.0,447161.17
apartment,Santa Catarina,South,-27.445.972,-48.403.809,137.0,549809.62
apartment,Santa Catarina,South,-26.946.335,-48.629.368,170.0,1597004.3
apartment,Santa Catarina,South,-26.985.996,-48.636.383,131.0,988146.4
apartment,Santa Catarina,South,-271.253.940.334,-486.074.171.516,128.0,600709.23
house,Santa Catarina,South,-26.985.996,-48.636.383,140.0,555277.43
apartment,Santa Catarina,South,-26.929.674,-48.641.396,53.0,292409.48
house,Santa Catarina,South,-2.697.504,-48.646.408,110.0,509045.09
apartment,Santa Catarina,South,-28.678.614,-49.372.677,170.0,674666.43
apartment,Santa Catarina,South,-2.697.504,-48.646.408,,474110.62
house,Santa Catarina,South,-26.966.631,-48.636.383,171.0,848408.53
apartment,Santa Catarina,South,-270.010.272,-486.232.323,68.0,479101.27
apartment,Santa Catarina,South,-26.985.996,-48.636.383,200.0,1597004.3
apartment,Santa Catarina,South,-27.627.571,-48.680.096,65.0,353358.36
apartment,Santa Catarina,South,-28.943.419,-49.507.641,193.0,580715.64
house,Santa Catarina,South,-274.751.612,-484.180.263,144.0,393742.15
apartment,Santa Catarina,South,-275.891.466,-485.419.731,117.0,434678.6
apartment,Santa Catarina,South,-267.330.987,-48.689.566,54.0,247350.84
apartment,Santa Catarina,South,-26.985.996,-48.636.383,,582945.48
apartment,Santa Catarina,South,-26.985.996,-48.636.383,133.0,796505.87
apartment,Santa Catarina,South,-275.923.715,-485.937.289,,416962.87
apartment,Santa Catarina,South,-27.643.709,-48.676.495,66.0,257446.8
apartment,Santa Catarina,South,-26.985.996,-48.636.383,119.0,798502.15
apartment,Santa Catarina,South,-276.332.409,-486.558.763,143.0,492531.07
apartment,Santa Catarina,South,-26.985.996,-48.636.383,,1297565.98
apartment,Santa Catarina,South,-27.064.003,-48.699.066,74.0,349344.66
apartment,Santa Catarina,South,-28.683.505,-493.495.587,116.0,311397.84
house,Santa Catarina,South,-2.702.193,-4.865.199,190.0,948221.29
apartment,Santa Catarina,South,-26.985.996,-48.636.383,180.0,1387397.48
apartment,Santa Catarina,South,-26.985.996,-48.636.383,131.0,1097940.43
apartment,Santa Catarina,South,-26.985.996,-48.636.383,,1646910.68
house,Santa Catarina,South,-27.672.884,-49.101.925,139.0,349344.66
apartment,Santa Catarina,South,-26.903.387,-48.676.495,,459138.71
house,Santa Catarina,South,-27.432.362,-48.400.513,90.0,588895.33
apartment,Santa Catarina,South,-27.001.553,-48.654.495,,298440.15
apartment,Santa Catarina,South,-27.106.749,-48.628.864,140.0,605757.2
apartment,Santa Catarina,South,-26.985.996,-48.636.383,129.0,1297565.98
apartment,Santa Catarina,South,-27.603.075,-48.587.536,,588895.33
apartment,Santa Catarina,South,-26.985.996,-48.636.383,135.0,1370429.29
apartment,Santa Catarina,South,-2.868.222,-49.378.399,93.0,409232.33
apartment,Santa Catarina,South,-26.985.996,-48.636.383,148.0,1652777.68
apartment,Santa Catarina,South,-2.697.504,-48.646.408,,544724.17
apartment,Santa Catarina,South,-26.985.996,-48.636.383,137.0,1197753.22
apartment,Santa Catarina,South,-27.643.709,-48.676.495,95.0,392926.93
apartment,Santa Catarina,South,-26.985.996,-48.636.383,183.0,648782.97
house,Santa Catarina,South,-276.277.438,-486.876.586,223.0,618839.15
apartment,Santa Catarina,South,-27.106.749,-48.628.864,153.0,706716.72
apartment,Santa Catarina,South,-26.985.996,-48.636.383,136.0,678726.79
apartment,Santa Catarina,South,-27.643.709,-48.676.495,69.0,272590.73
apartment,Santa Catarina,South,-28.683.674,-49.364.536,243.0,651796.34
house,Santa Catarina,South,-27.017.061,-48.601.307,130.0,548970.21
apartment,Santa Catarina,South,-27.106.749,-48.628.864,135.0,698689.35
apartment,Santa Catarina,South,-26.985.996,-48.636.383,142.0,1048034.05
apartment,Santa Catarina,South,-27.106.749,-48.628.864,105.0,499749.67
apartment,Santa Catarina,South,-26.985.996,-48.636.383,112.0,608857.86
apartment,Santa Catarina,South,-27.160.427,-4.850.872,177.0,1420096.8
apartment,Santa Catarina,South,-26.985.996,-48.636.383,160.0,524017.01
apartment,Santa Catarina,South,-27.445.972,-48.403.809,67.0,289457.01
apartment,Santa Catarina,South,-26.929.674,-48.641.396,137.0,1532125.97
apartment,Santa Catarina,South,-26.903.387,-48.676.495,61.0,439530.5
apartment,Santa Catarina,South,-27.106.749,-48.628.864,65.0,353358.36
apartment,Santa Catarina,South,-27.160.427,-4.850.872,97.0,319400.84
apartment,Santa Catarina,South,-27.588.392,-48.523.251,152.0,948221.29
apartment,Santa Catarina,South,-28.660.141,-49.380.547,123.0,336515.74
apartment,Santa Catarina,South,-26.985.996,-48.636.383,,479101.27
apartment,Santa Catarina,South,-26.966.631,-48.636.383,134.0,1147846.81
apartment,Santa Catarina,South,-27.435.427,-48.462.166,65.0,287508.65
house,Santa Catarina,South,-27.018.064,-48.583.778,250.0,748595.73
apartment,Santa Catarina,South,-26.985.996,-48.636.383,187.0,1058015.34
apartment,Santa Catarina,South,-271.382.193.467,-485.952.455.923,,1412221.97
apartment,Santa Catarina,South,-26.985.996,-48.636.383,136.0,718651.91
apartment,Santa Catarina,South,-26.985.996,-48.636.383,102.0,846552.99
apartment,Santa Catarina,South,-27.018.064,-48.583.778,,888855.65
apartment,Santa Catarina,South,-26.985.996,-48.636.383,137.0,1362444.27
apartment,Santa Catarina,South,-26.985.996,-48.636.383,150.0,948221.29
apartment,Santa Catarina,South,-27.018.064,-48.583.778,115.0,778539.59
apartment,Santa Catarina,South,-27.012.741,-48.616.337,87.0,274485.1
apartment,Santa Catarina,South,-26.985.996,-48.636.383,89.0,648782.97
apartment,Santa Catarina,South,-27.007.624,-48.653.748,65.0,274485.1
apartment,Santa Catarina,South,-27.580.896,-48.596.298,,590891.57
apartment,Santa Catarina,South,-26.985.996,-48.636.383,135.0,1267622.16
house,Santa Catarina,South,-26.690.428,-48.739.223,170.0,349344.66
apartment,Santa Catarina,South,-28.679.498,-493.631.666,207.0,669765.63
house,Santa Catarina,South,-274.226.109.171,-484.252.099.332,173.0,753586.38
house,Santa Catarina,South,-26.754.795,-48.729.183,120.0,319400.84
apartment,Santa Catarina,South,-274.440.038.496,-483.775.852.835,,746956.16
apartment,Santa Catarina,South,-27.106.749,-48.628.864,172.0,999125.79
apartment,Santa Catarina,South,-26.985.996,-48.636.383,119.0,1247659.6
apartment,Santa Catarina,South,-26.985.996,-48.636.383,115.0,678726.79
apartment,Santa Catarina,South,-27.430.490.748,-484.764.953.481,188.0,1557805.61
apartment,Santa Catarina,South,-274.228.082,-484.324.885,85.0,340233.61
house,Santa Catarina,South,-276.209.494,-486.622.428,140.0,349344.66
house,Santa Catarina,South,-27.429.943,-48.457.364,120.0,383646.22
house,Santa Catarina,South,-27.160.427,-4.850.872,230.0,548970.21
apartment,Santa Catarina,South,-27.612.114,-48.593.262,83.0,578299.2
apartment,Santa Catarina,South,-28.685.827,-49.374.748,75.0,360549.64
house,Santa Catarina,South,-274.228.082,-484.324.885,121.0,429078.02
house,Santa Catarina,South,-276.058.990.048,-484.753.489.494,203.0,1367434.92
apartment,Santa Catarina,South,-26.985.996,-48.636.383,90.0,598876.59
apartment,Santa Catarina,South,-274.251.774,-48.406.305,75.0,316763.56
apartment,Santa Catarina,South,-26.985.996,-48.636.383,192.0,1147846.81
apartment,Santa Catarina,South,-27.106.749,-48.628.864,132.0,581526.91
apartment,Santa Catarina,South,-26.906.555,-4.867.617,73.0,400249.19
apartment,Santa Catarina,South,-271.308.888,-486.092.679,,938923.66
apartment,Santa Catarina,South,-27.106.749,-48.628.864,117.0,928827.7
house,Santa Catarina,South,-2.697.504,-48.646.408,,648782.97
apartment,Santa Catarina,South,-26.929.674,-48.641.396,75.0,548970.21
apartment,Santa Catarina,South,-27.064.003,-48.699.066,77.0,499063.83
apartment,Santa Catarina,South,-26.985.996,-48.636.383,96.0,748595.73
apartment,Santa Catarina,South,-26.995.173,-48.645.153,69.0,399251.07
apartment,Santa Catarina,South,-26.985.996,-48.636.383,120.0,648782.97
apartment,Santa Catarina,South,-27.106.749,-48.628.864,144.0,996131.42
apartment,Santa Catarina,South,-27.024.578,-48.650.814,68.0,245539.4
apartment,Santa Catarina,South,-27.106.749,-48.628.864,175.0,1341752.21
house,Santa Catarina,South,-28.600.052,-49.334.862,104.0,280359.08
apartment,Santa Catarina,South,-274.251.774,-48.406.305,,585565.3
apartment,Santa Catarina,South,-26.894.793,-48.655.067,55.0,244541.25
apartment,Santa Catarina,South,-26.985.996,-48.636.383,96.0,848408.53
apartment,Santa Catarina,South,-27.596.746,-48.610.077,,627822.29
apartment,Santa Catarina,South,-26.985.996,-48.636.383,139.0,1218713.9
apartment,Santa Catarina,South,-27.664.709,-48.476.566,170.0,898314.91
apartment,Santa Catarina,South,-26.985.996,-48.636.383,,757196.48
apartment,Santa Catarina,South,-26.966.631,-48.636.383,123.0,1097940.43
apartment,Santa Catarina,South,-26.966.631,-48.636.383,142.0,1097940.43
apartment,Santa Catarina,South,-2.742.569,-484.043.309,105.0,484605.74
apartment,Santa Catarina,South,-26.985.996,-48.636.383,134.0,948221.29
apartment,Santa Catarina,South,-27.577.093,-48.528.503,,638801.71
apartment,Santa Catarina,South,-26.910.597,-48.670.952,80.0,449157.45
apartment,Santa Catarina,South,-26.985.996,-48.636.383,135.0,908296.17
apartment,Santa Catarina,South,-26.966.631,-48.636.383,91.0,848408.53
house,Santa Catarina,South,-26.985.996,-48.636.383,188.0,748595.73
apartment,Santa Catarina,South,-26.985.996,-48.636.383,133.0,990871.29
apartment,Santa Catarina,South,-26.985.996,-48.636.383,136.0,1092949.81
apartment,Santa Catarina,South,-26.754.795,-48.729.183,68.0,343262.39
